"ID","COI","result","measure","trust"
138,"external COI","con","authors",6
138,"external COI","con","replicability",95
139,"external COI","pro","study",1
139,"external COI","pro","journal",2
139,"external COI","pro","funder",4
139,"external COI","pro","authors",2
139,"external COI","pro","replicability",20
141,"COI","con","study",4
141,"COI","con","journal",4
141,"COI","con","funder",4
141,"COI","con","authors",4
141,"COI","con","replicability",50
142,"external COI","con","study",5
142,"external COI","con","journal",5
142,"external COI","con","funder",5
142,"external COI","con","authors",5
142,"external COI","con","replicability",90
143,"external COI","pro","study",2
143,"external COI","pro","journal",4
143,"external COI","pro","funder",2
143,"external COI","pro","authors",2
143,"external COI","pro","replicability",30
144,"external COI","pro","study",5
144,"external COI","pro","journal",5
144,"external COI","pro","funder",4
144,"external COI","pro","authors",5
144,"external COI","pro","replicability",70
145,"no COI","con","study",4
145,"no COI","con","journal",5
145,"no COI","con","funder",4
145,"no COI","con","authors",4
145,"no COI","con","replicability",80
146,"no COI","con","study",6
146,"no COI","con","journal",6
146,"no COI","con","funder",5
146,"no COI","con","authors",6
146,"no COI","con","replicability",90
147,"no COI","pro","study",5
147,"no COI","pro","journal",5
147,"no COI","pro","funder",4
147,"no COI","pro","authors",5
147,"no COI","pro","replicability",66
148,"no COI","con","study",5
148,"no COI","con","journal",4
148,"no COI","con","funder",3
148,"no COI","con","authors",5
148,"no COI","con","replicability",70
149,"no COI","pro","study",6
149,"no COI","pro","journal",5
149,"no COI","pro","funder",4
149,"no COI","pro","authors",5
149,"no COI","pro","replicability",80
150,"COI","con","study",5
150,"COI","con","journal",4
150,"COI","con","funder",3
150,"COI","con","authors",4
150,"COI","con","replicability",40
151,"no COI","pro","study",6
151,"no COI","pro","journal",6
151,"no COI","pro","funder",4
151,"no COI","pro","authors",6
151,"no COI","pro","replicability",70
152,"external COI","con","study",5
152,"external COI","con","journal",6
152,"external COI","con","funder",4
152,"external COI","con","authors",5
152,"external COI","con","replicability",65
153,"external COI","pro","study",6
153,"external COI","pro","journal",7
153,"external COI","pro","funder",6
153,"external COI","pro","authors",6
153,"external COI","pro","replicability",85
154,"COI","con","study",6
154,"COI","con","journal",5
154,"COI","con","funder",4
154,"COI","con","authors",5
154,"COI","con","replicability",85
155,"COI","pro","study",6
155,"COI","pro","journal",6
155,"COI","pro","funder",4
155,"COI","pro","authors",5
155,"COI","pro","replicability",85
156,"no COI","pro","study",6
156,"no COI","pro","journal",6
156,"no COI","pro","funder",5
156,"no COI","pro","authors",6
156,"no COI","pro","replicability",80
158,"no COI","pro","study",5
158,"no COI","pro","journal",5
158,"no COI","pro","funder",5
158,"no COI","pro","authors",5
158,"no COI","pro","replicability",50
159,"external COI","con","study",4
159,"external COI","con","journal",6
159,"external COI","con","funder",4
159,"external COI","con","authors",6
159,"external COI","con","replicability",50
160,"COI","con","study",6
160,"COI","con","journal",6
160,"COI","con","funder",5
160,"COI","con","authors",6
160,"COI","con","replicability",90
161,"no COI","con","study",5
161,"no COI","con","journal",5
161,"no COI","con","funder",3
161,"no COI","con","authors",5
161,"no COI","con","replicability",95
162,"COI","pro","study",3
162,"COI","pro","journal",2
162,"COI","pro","funder",2
162,"COI","pro","authors",3
162,"COI","pro","replicability",50
163,"external COI","pro","study",5
163,"external COI","pro","journal",5
163,"external COI","pro","funder",5
163,"external COI","pro","authors",5
163,"external COI","pro","replicability",75
164,"no COI","con","study",6
164,"no COI","con","journal",6
164,"no COI","con","funder",6
164,"no COI","con","authors",6
164,"no COI","con","replicability",90
166,"no COI","con","study",5
166,"no COI","con","journal",5
166,"no COI","con","funder",5
166,"no COI","con","authors",5
166,"no COI","con","replicability",50
167,"COI","pro","study",7
167,"COI","pro","journal",7
167,"COI","pro","funder",6
167,"COI","pro","authors",7
167,"COI","pro","replicability",99
168,"COI","con","study",3
168,"COI","con","journal",3
168,"COI","con","funder",4
168,"COI","con","authors",3
168,"COI","con","replicability",50
169,"no COI","con","study",4
169,"no COI","con","journal",4
169,"no COI","con","funder",4
169,"no COI","con","authors",5
169,"no COI","con","replicability",50
171,"external COI","con","study",5
171,"external COI","con","journal",6
171,"external COI","con","funder",6
171,"external COI","con","authors",5
171,"external COI","con","replicability",70
172,"no COI","pro","study",5
172,"no COI","pro","journal",7
172,"no COI","pro","funder",4
172,"no COI","pro","authors",5
172,"no COI","pro","replicability",80
174,"external COI","con","study",6
174,"external COI","con","journal",4
174,"external COI","con","funder",5
174,"external COI","con","authors",6
174,"external COI","con","replicability",80
175,"COI","con","study",6
175,"COI","con","journal",6
175,"COI","con","funder",6
175,"COI","con","authors",7
175,"COI","con","replicability",80
176,"COI","con","study",1
176,"COI","con","journal",1
176,"COI","con","funder",1
176,"COI","con","authors",1
176,"COI","con","replicability",100
177,"external COI","con","study",6
177,"external COI","con","journal",6
177,"external COI","con","funder",4
177,"external COI","con","authors",6
177,"external COI","con","replicability",85
178,"external COI","pro","study",5
178,"external COI","pro","journal",6
178,"external COI","pro","funder",6
178,"external COI","pro","authors",5
178,"external COI","pro","replicability",75
179,"no COI","pro","study",6
179,"no COI","pro","journal",5
179,"no COI","pro","funder",4
179,"no COI","pro","authors",5
179,"no COI","pro","replicability",80
180,"external COI","pro","study",2
180,"external COI","pro","journal",5
180,"external COI","pro","funder",3
180,"external COI","pro","authors",3
180,"external COI","pro","replicability",36
182,"external COI","pro","study",3
182,"external COI","pro","journal",3
182,"external COI","pro","funder",5
182,"external COI","pro","authors",3
182,"external COI","pro","replicability",40
183,"no COI","con","study",6
183,"no COI","con","journal",6
183,"no COI","con","funder",6
183,"no COI","con","authors",6
183,"no COI","con","replicability",90
184,"no COI","con","study",6
184,"no COI","con","journal",6
184,"no COI","con","funder",5
184,"no COI","con","authors",6
184,"no COI","con","replicability",80
185,"external COI","pro","study",4
185,"external COI","pro","journal",4
185,"external COI","pro","funder",3
185,"external COI","pro","authors",5
185,"external COI","pro","replicability",50
186,"external COI","con","study",5
186,"external COI","con","journal",4
186,"external COI","con","funder",4
186,"external COI","con","authors",6
186,"external COI","con","replicability",75
187,"external COI","pro","study",6
187,"external COI","pro","journal",6
187,"external COI","pro","funder",6
187,"external COI","pro","authors",6
187,"external COI","pro","replicability",80
188,"COI","pro","study",6
188,"COI","pro","journal",6
188,"COI","pro","funder",6
188,"COI","pro","authors",6
188,"COI","pro","replicability",90
189,"external COI","con","study",4
189,"external COI","con","journal",4
189,"external COI","con","funder",4
189,"external COI","con","authors",4
189,"external COI","con","replicability",85
191,"COI","con","study",7
191,"COI","con","journal",7
191,"COI","con","funder",7
191,"COI","con","authors",7
191,"COI","con","replicability",90
192,"no COI","pro","study",6
192,"no COI","pro","journal",5
192,"no COI","pro","funder",5
192,"no COI","pro","authors",5
192,"no COI","pro","replicability",70
194,"external COI","pro","study",3
194,"external COI","pro","journal",3
194,"external COI","pro","funder",4
194,"external COI","pro","authors",4
194,"external COI","pro","replicability",50
195,"COI","pro","study",4
195,"COI","pro","journal",4
195,"COI","pro","funder",4
195,"COI","pro","authors",4
195,"COI","pro","replicability",50
196,"COI","con","study",6
196,"COI","con","journal",6
196,"COI","con","funder",5
196,"COI","con","authors",6
196,"COI","con","replicability",90
197,"COI","con","study",5
197,"COI","con","journal",5
197,"COI","con","funder",5
197,"COI","con","authors",5
197,"COI","con","replicability",80
198,"no COI","con","study",6
198,"no COI","con","journal",6
198,"no COI","con","funder",6
198,"no COI","con","authors",6
198,"no COI","con","replicability",85
199,"no COI","pro","study",6
199,"no COI","pro","journal",6
199,"no COI","pro","funder",6
199,"no COI","pro","authors",6
199,"no COI","pro","replicability",80
200,"COI","pro","study",5
200,"COI","pro","journal",5
200,"COI","pro","funder",4
200,"COI","pro","authors",5
200,"COI","pro","replicability",70
201,"no COI","pro","study",4
201,"no COI","pro","journal",4
201,"no COI","pro","funder",4
201,"no COI","pro","authors",4
201,"no COI","pro","replicability",60
202,"COI","con","study",6
202,"COI","con","journal",6
202,"COI","con","funder",6
202,"COI","con","authors",6
202,"COI","con","replicability",95
205,"no COI","con","study",6
205,"no COI","con","journal",5
205,"no COI","con","funder",4
205,"no COI","con","authors",5
205,"no COI","con","replicability",70
206,"no COI","con","study",5
206,"no COI","con","journal",6
206,"no COI","con","funder",4
206,"no COI","con","authors",4
206,"no COI","con","replicability",65
208,"no COI","con","study",5
208,"no COI","con","journal",4
208,"no COI","con","funder",3
208,"no COI","con","authors",4
208,"no COI","con","replicability",50
210,"COI","con","study",2
210,"COI","con","journal",4
210,"COI","con","funder",3
210,"COI","con","authors",3
210,"COI","con","replicability",40
212,"external COI","pro","study",4
212,"external COI","pro","journal",6
212,"external COI","pro","funder",4
212,"external COI","pro","authors",5
212,"external COI","pro","replicability",70
213,"external COI","pro","study",2
213,"external COI","pro","journal",4
213,"external COI","pro","funder",4
213,"external COI","pro","authors",3
213,"external COI","pro","replicability",50
214,"COI","pro","study",5
214,"COI","pro","journal",7
214,"COI","pro","funder",4
214,"COI","pro","authors",6
214,"COI","pro","replicability",75
216,"COI","pro","study",6
216,"COI","pro","journal",6
216,"COI","pro","funder",5
216,"COI","pro","authors",5
216,"COI","pro","replicability",85
217,"COI","con","study",5
217,"COI","con","journal",5
217,"COI","con","funder",5
217,"COI","con","authors",5
217,"COI","con","replicability",70
218,"COI","pro","study",4
218,"COI","pro","journal",5
218,"COI","pro","funder",4
218,"COI","pro","authors",4
218,"COI","pro","replicability",55
220,"COI","pro","study",5
220,"COI","pro","journal",3
220,"COI","pro","funder",5
220,"COI","pro","authors",4
220,"COI","pro","replicability",60
221,"external COI","pro","study",1
221,"external COI","pro","journal",1
221,"external COI","pro","funder",1
221,"external COI","pro","authors",1
221,"external COI","pro","replicability",50
222,"no COI","con","study",6
222,"no COI","con","journal",6
222,"no COI","con","funder",4
222,"no COI","con","authors",6
222,"no COI","con","replicability",50
223,"external COI","pro","study",6
223,"external COI","pro","journal",6
223,"external COI","pro","funder",6
223,"external COI","pro","authors",6
223,"external COI","pro","replicability",75
224,"no COI","con","study",3
224,"no COI","con","journal",4
224,"no COI","con","funder",4
224,"no COI","con","authors",4
224,"no COI","con","replicability",50
226,"no COI","con","study",6
226,"no COI","con","journal",6
226,"no COI","con","funder",5
226,"no COI","con","authors",6
226,"no COI","con","replicability",80
227,"no COI","con","study",5
227,"no COI","con","journal",5
227,"no COI","con","funder",2
227,"no COI","con","authors",6
227,"no COI","con","replicability",75
228,"no COI","pro","study",6
228,"no COI","pro","journal",6
228,"no COI","pro","funder",6
228,"no COI","pro","authors",6
228,"no COI","pro","replicability",90
229,"no COI","pro","study",6
