"ID","COI","result","measure","trust"
116,"no COI","con","authors",4
116,"no COI","con","journal",6
116,"no COI","con","company",4
116,"no COI","con","replicability",75
118,"COI","con","study",5
118,"COI","con","authors",4
118,"COI","con","journal",4
118,"COI","con","company",4
118,"COI","con","replicability",75
119,"no COI","pro","study",5
119,"no COI","pro","authors",5
119,"no COI","pro","journal",4
119,"no COI","pro","company",4
119,"no COI","pro","replicability",50
123,"COI","pro","study",3
123,"COI","pro","authors",3
123,"COI","pro","journal",5
123,"COI","pro","company",3
123,"COI","pro","replicability",50
127,"no COI","pro","study",5
127,"no COI","pro","authors",5
127,"no COI","pro","journal",5
127,"no COI","pro","company",3
127,"no COI","pro","replicability",65
138,"COI","con","study",6
138,"COI","con","authors",6
138,"COI","con","journal",4
138,"COI","con","company",5
138,"COI","con","replicability",60
141,"no COI","pro","study",6
141,"no COI","pro","authors",6
141,"no COI","pro","journal",6
141,"no COI","pro","company",4
141,"no COI","pro","replicability",75
144,"COI","con","study",5
144,"COI","con","authors",5
144,"COI","con","journal",5
144,"COI","con","company",5
144,"COI","con","replicability",75
145,"COI","con","study",6
145,"COI","con","authors",6
145,"COI","con","journal",6
145,"COI","con","company",6
145,"COI","con","replicability",80
146,"no COI","con","study",6
146,"no COI","con","authors",3
146,"no COI","con","journal",3
146,"no COI","con","company",2
146,"no COI","con","replicability",10
150,"no COI","pro","study",6
150,"no COI","pro","authors",6
150,"no COI","pro","journal",6
150,"no COI","pro","company",2
150,"no COI","pro","replicability",10
151,"no COI","con","study",6
151,"no COI","con","authors",5
151,"no COI","con","journal",4
151,"no COI","con","company",4
151,"no COI","con","replicability",75
153,"COI","pro","study",1
153,"COI","pro","authors",3
153,"COI","pro","journal",3
153,"COI","pro","company",4
153,"COI","pro","replicability",50
155,"COI","pro","study",5
155,"COI","pro","authors",4
155,"COI","pro","journal",4
155,"COI","pro","company",5
155,"COI","pro","replicability",50
159,"COI","con","study",3
159,"COI","con","authors",4
159,"COI","con","journal",5
159,"COI","con","company",3
159,"COI","con","replicability",90
161,"COI","pro","study",3
161,"COI","pro","authors",3
161,"COI","pro","journal",4
161,"COI","pro","company",2
161,"COI","pro","replicability",40
163,"no COI","pro","study",5
163,"no COI","pro","authors",4
163,"no COI","pro","journal",4
163,"no COI","pro","company",5
163,"no COI","pro","replicability",50
165,"no COI","con","study",6
165,"no COI","con","authors",6
165,"no COI","con","journal",6
165,"no COI","con","company",5
165,"no COI","con","replicability",80
166,"COI","pro","study",6
166,"COI","pro","authors",6
166,"COI","pro","journal",7
166,"COI","pro","company",4
166,"COI","pro","replicability",80
167,"no COI","con","study",6
167,"no COI","con","authors",5
167,"no COI","con","journal",5
167,"no COI","con","company",5
167,"no COI","con","replicability",80
169,"no COI","con","study",7
169,"no COI","con","authors",6
169,"no COI","con","journal",6
169,"no COI","con","company",4
169,"no COI","con","replicability",100
171,"COI","pro","study",6
171,"COI","pro","authors",6
171,"COI","pro","journal",7
171,"COI","pro","company",4
171,"COI","pro","replicability",80
172,"COI","con","study",6
172,"COI","con","authors",6
172,"COI","con","journal",7
172,"COI","con","company",4
172,"COI","con","replicability",80
173,"COI","con","study",6
173,"COI","con","authors",6
173,"COI","con","journal",6
173,"COI","con","company",5
173,"COI","con","replicability",60
174,"no COI","pro","study",6
174,"no COI","pro","authors",6
174,"no COI","pro","journal",7
174,"no COI","pro","company",6
174,"no COI","pro","replicability",70
175,"no COI","pro","study",6
175,"no COI","pro","authors",5
175,"no COI","pro","journal",6
175,"no COI","pro","company",6
175,"no COI","pro","replicability",90
179,"no COI","con","study",5
179,"no COI","con","authors",6
179,"no COI","con","journal",6
179,"no COI","con","company",6
179,"no COI","con","replicability",75
180,"no COI","pro","study",5
180,"no COI","pro","authors",6
180,"no COI","pro","journal",6
180,"no COI","pro","company",5
180,"no COI","pro","replicability",49
181,"COI","con","study",6
181,"COI","con","authors",6
181,"COI","con","journal",4
181,"COI","con","company",4
181,"COI","con","replicability",50
182,"no COI","pro","study",4
182,"no COI","pro","authors",6
182,"no COI","pro","journal",5
182,"no COI","pro","company",3
182,"no COI","pro","replicability",80
183,"no COI","con","study",7
183,"no COI","con","authors",7
183,"no COI","con","journal",7
183,"no COI","con","company",7
183,"no COI","con","replicability",75
184,"COI","con","study",5
184,"COI","con","authors",3
184,"COI","con","journal",5
184,"COI","con","company",4
184,"COI","con","replicability",70
185,"no COI","con","study",5
185,"no COI","con","authors",5
185,"no COI","con","journal",5
185,"no COI","con","company",5
185,"no COI","con","replicability",90
186,"COI","pro","study",5
186,"COI","pro","authors",5
186,"COI","pro","journal",5
186,"COI","pro","company",5
186,"COI","pro","replicability",80
187,"COI","pro","study",5
187,"COI","pro","authors",6
187,"COI","pro","journal",6
187,"COI","pro","company",5
187,"COI","pro","replicability",49
188,"no COI","pro","study",5
188,"no COI","pro","authors",4
188,"no COI","pro","journal",4
188,"no COI","pro","company",4
188,"no COI","pro","replicability",20
189,"COI","con","study",6
189,"COI","con","authors",7
189,"COI","con","journal",6
189,"COI","con","company",7
189,"COI","con","replicability",75
190,"COI","con","study",5
190,"COI","con","authors",6
190,"COI","con","journal",6
190,"COI","con","company",5
190,"COI","con","replicability",49
193,"no COI","pro","study",6
193,"no COI","pro","authors",6
193,"no COI","pro","journal",6
193,"no COI","pro","company",6
193,"no COI","pro","replicability",80
201,"COI","pro","study",4
201,"COI","pro","authors",4
201,"COI","pro","journal",4
201,"COI","pro","company",4
201,"COI","pro","replicability",15
203,"COI","con","study",7
203,"COI","con","authors",7
203,"COI","con","journal",7
203,"COI","con","company",7
203,"COI","con","replicability",100
204,"no COI","pro","study",6
204,"no COI","pro","authors",6
204,"no COI","pro","journal",7
204,"no COI","pro","company",6
204,"no COI","pro","replicability",90
205,"COI","pro","study",4
205,"COI","pro","authors",4
205,"COI","pro","journal",4
205,"COI","pro","company",4
205,"COI","pro","replicability",50
206,"no COI","pro","study",6
206,"no COI","pro","authors",6
206,"no COI","pro","journal",6
206,"no COI","pro","company",4
206,"no COI","pro","replicability",60
208,"no COI","con","study",5
208,"no COI","con","authors",5
208,"no COI","con","journal",5
208,"no COI","con","company",5
208,"no COI","con","replicability",75
209,"COI","con","study",6
209,"COI","con","authors",6
209,"COI","con","journal",7
209,"COI","con","company",6
209,"COI","con","replicability",85
210,"COI","pro","study",2
210,"COI","pro","authors",4
210,"COI","pro","journal",4
210,"COI","pro","company",2
210,"COI","pro","replicability",10
212,"no COI","pro","study",6
212,"no COI","pro","authors",6
212,"no COI","pro","journal",6
212,"no COI","pro","company",6
212,"no COI","pro","replicability",80
213,"COI","pro","study",5
213,"COI","pro","authors",6
213,"COI","pro","journal",5
213,"COI","pro","company",1
213,"COI","pro","replicability",50
216,"COI","pro","study",3
216,"COI","pro","authors",4
216,"COI","pro","journal",5
216,"COI","pro","company",4
216,"COI","pro","replicability",60
219,"no COI","pro","study",6
219,"no COI","pro","authors",5
219,"no COI","pro","journal",6
219,"no COI","pro","company",6
219,"no COI","pro","replicability",60
225,"COI","con","study",7
225,"COI","con","authors",7
225,"COI","con","journal",6
225,"COI","con","company",4
225,"COI","con","replicability",100
226,"COI","pro","study",4
226,"COI","pro","authors",4
226,"COI","pro","journal",4
226,"COI","pro","company",4
226,"COI","pro","replicability",50
231,"no COI","pro","study",5
231,"no COI","pro","authors",4
231,"no COI","pro","journal",4
231,"no COI","pro","company",4
231,"no COI","pro","replicability",80
232,"COI","pro","study",3
232,"COI","pro","authors",3
232,"COI","pro","journal",3
232,"COI","pro","company",5
232,"COI","pro","replicability",50
235,"no COI","con","study",6
235,"no COI","con","authors",6
235,"no COI","con","journal",6
235,"no COI","con","company",6
235,"no COI","con","replicability",95
236,"COI","con","study",5
236,"COI","con","authors",6
236,"COI","con","journal",6
236,"COI","con","company",4
236,"COI","con","replicability",85
238,"COI","con","study",6
238,"COI","con","authors",6
238,"COI","con","journal",6
238,"COI","con","company",6
238,"COI","con","replicability",70
242,"no COI","con","study",5
242,"no COI","con","authors",5
242,"no COI","con","journal",6
242,"no COI","con","company",5
242,"no COI","con","replicability",85
243,"no COI","pro","study",5
243,"no COI","pro","authors",6
243,"no COI","pro","journal",7
243,"no COI","pro","company",6
243,"no COI","pro","replicability",85
245,"no COI","con","study",6
245,"no COI","con","authors",6
245,"no COI","con","journal",6
245,"no COI","con","company",4
245,"no COI","con","replicability",70
256,"COI","pro","study",4
256,"COI","pro","authors",5
256,"COI","pro","journal",5
256,"COI","pro","company",6
256,"COI","pro","replicability",50
258,"no COI","pro","study",4
258,"no COI","pro","authors",5
258,"no COI","pro","journal",5
258,"no COI","pro","company",4
258,"no COI","pro","replicability",50
259,"no COI","con","study",4
259,"no COI","con","authors",4
259,"no COI","con","journal",2
259,"no COI","con","company",3
259,"no COI","con","replicability",50
266,"no COI","con","study",6
266,"no COI","con","authors",6
266,"no COI","con","journal",6
266,"no COI","con","company",6
266,"no COI","con","replicability",85
268,"COI","pro","study",5
268,"COI","pro","authors",5
268,"COI","pro","journal",6
268,"COI","pro","company",5
268,"COI","pro","replicability",70
271,"no COI","con","study",6
271,"no COI","con","authors",6
271,"no COI","con","journal",6
271,"no COI","con","company",5
271,"no COI","con","replicability",90
273,"no COI","pro","study",5
273,"no COI","pro","authors",4
273,"no COI","pro","journal",4
273,"no COI","pro","company",4
273,"no COI","pro","replicability",50
278,"no COI","pro","study",6
278,"no COI","pro","authors",6
278,"no COI","pro","journal",5
278,"no COI","pro","company",5
278,"no COI","pro","replicability",80
